CASE_ID,CLUSTER
2025239909,2
2025239959,2
2025240100,2
2025240120,2
2025240152,2
2025240226,0
2025240344,0
2025240359,3
2025240374,3
2025240380,3
2025240392,3
2025240841,3
2025240977,3
2025241116,3
2025241205,3
2025241465,3
2025241528,3
2025241679,3
2025241722,3
2025241738,3
2025241766,3
2025242245,1
2025242452,1
2025242514,1
2025242534,1
2025242984,0
2025243233,1
2025243456,1
2025243735,1
2025243966,0
2025243988,1
2025244001,1
2025244181,1
2025244166,1
2025244294,1
2025244312,1
2025244355,1
2025244390,1
2025244424,1
2025244714,1
2025244832,1
2025245281,1
2025245697,1
2025245739,1
2025245791,1
2025246066,1
2025246170,1
2025246365,1
2025246380,1
2025246552,1
2025246669,1
2025246746,1
2025246785,1
2025246826,1
2025246961,1
2025247150,1
2025247362,0
2025247571,1
2025247718,1
2025247727,1
2025247722,1
2025248090,1
2025248214,0
2025248223,0
2025248294,1
2025248349,1
2025248381,0
2025248601,1
2025248624,1
2025248872,1
2025249156,1
2025249186,1
2025249312,1
2025249384,1
2025249397,1
2025249501,1
2025249687,1
2025249724,1
2025249848,2
2025250136,3
2025250196,3
2025250310,1
2025250321,0
2025250431,1
2025250483,1
2025250531,1
2025250587,1
2025250606,1
2025250615,1
2025250637,1
2025250744,1
2025250757,0
2025251180,0
2025251254,1
2025251278,1
2025251445,1
2025251580,1
2025251687,1
2025251902,0
2025252275,0
2025252498,1
2025252588,0
2025252849,1
2025252856,0
2025253485,0
2025253688,1
2025253714,1
2025253725,1
2025253757,1
2025254059,1
2025254155,1
2025254163,0
2025254237,1
2025254306,1
2025254630,1
2025254711,1
2025254971,1
2025254989,1
2025255239,1
2025255396,1
2025255558,1
2025255776,1
2025255801,1
2025255855,1
2025256036,1
2025256102,1
2025256188,1
2025256200,1
2025256219,0
2025256372,1
2025256768,1
2025256813,1
2025256881,1
2025257548,1
2025257746,1
2025257882,1
2025257897,1
2025257913,1
2025258174,1
2025258263,0
2025258393,1
2025258531,1
2025258559,1
2025258599,1
2025258729,1
2025258753,1
2025258816,1
2025258915,1
2025258935,1
2025259028,1
2025259138,1
2025259163,1
2025259237,1
2025259263,1
2025259459,2
2025259457,2
2025259461,2
2025259460,2
2025259480,2
2025259492,2
2025259588,2
2025259746,2
2025259903,0
2025259959,3
2025259965,1
2025259970,1
2025260045,1
2025260066,1
2025260060,0
2025260078,1
2025260234,1
2025260717,1
2025260756,1
2025260990,1
2025261235,0
2025261473,1
2025261555,1
2025261663,1
2025261726,0
2025261780,1
2025261837,1
2025261949,0
2025261997,1
2025262002,1
2025262194,1
2025262201,1
2025262315,1
2025262311,1
2025262480,1
2025262531,1
2025262658,1
2025262708,1
2025262837,1
2025262873,1
2025263169,1
2025263219,1
2025263309,0
2025263356,1
2025263501,1
2025263909,1
2025264040,0
2025264278,1
2025264309,1
2025264637,1
2025264668,1
2025264750,1
2025264801,1
2025265024,1
2025265068,1
2025265232,1
2025265270,1
2025265315,1
2025265474,1
2025265559,1
2025265857,1
2025266017,1
2025266048,1
2025266094,1
2025266196,1
2025266231,1
2025266239,1
2025266456,0
2025266747,1
2025266918,1
2025267083,1
2025267081,1
2025267149,0
2025267162,1
2025267318,1
2025267369,1
2025267364,1
2025267382,1
2025267434,0
2025267532,1
2025267591,1
2025267678,1
2025267720,0
2025267761,0
2025268080,1
2025268156,1
2025268234,1
2025268258,1
2025268592,1
2025268997,1
2025269046,1
2025269111,0
2025269185,1
2025269363,1
2025269400,1
2025269419,1
2025269513,1
2025269721,2
2025269777,2
2025269821,2
2025269983,2
2025270713,0
2025271397,1
2025271443,1
2025271475,1
2025271644,1
2025271715,1
2025271713,1
2025271729,1
2025272086,0
2025272408,1
2025272460,0
2025272608,1
2025272865,1
2025272933,0
2025272931,1
2025272983,1
2025273206,1
2025273222,1
2025273310,1
2025273385,1
2025273710,1
2025273724,1
2025273859,1
2025273923,1
2025273908,1
2025274302,1
2025274542,1
2025274700,1
2025274740,1
2025274851,0
2025274892,1
2025275145,1
2025275227,1
2025275266,0
2025275562,1
2025275797,1
2025275887,0
2025275898,1
2025275941,1
2025276051,1
2025276098,1
2025276192,1
2025276211,1
2025276221,1
2025276247,1
2025276263,1
2025276285,1
2025276333,1
2025276576,1
2025276632,1
2025276613,1
2025276658,0
2025276740,0
2025276753,1
2025276817,1
2025276907,1
2025276946,1
2025277070,1
2025277098,1
2025277211,1
2025277338,1
2025277768,1
2025277778,1
2025277798,1
2025277978,1
2025278019,1
2025278051,1
2025278061,1
2025278152,1
2025278205,1
2025278330,1
2025278420,1
2025278600,1
2025278694,1
2025278797,1
2025279090,1
2025279345,1
2025279548,1
2025279614,2
2025279712,2
2025279983,2
2025280071,3
2025280095,3
2025280157,1
2025280165,1
2025280324,1
2025280578,1
2025280691,1
2025280820,1
2025280846,1
2025280996,1
2025281001,1
2025281003,1
2025281087,1
2025281195,1
2025281224,1
2025281369,1
2025281376,1
2025281393,1
2025281525,1
2025281542,0
2025281616,1
2025281608,1
2025282006,1
2025282188,1
2025282250,1
2025282379,1
2025282373,1
2025282427,1
2025282494,1
2025282954,1
2025283062,1
2025283674,1
2025283700,0
2025283936,1
2025284048,1
2025284374,1
2025284389,1
2025284563,1
2025284620,1
2025284822,1
2025285210,1
2025285252,1
2025285268,1
2025285327,1
2025285382,1
2025285483,1
2025285651,1
2025286054,1
2025286716,1
2025287141,1
2025287289,1
2025287304,1
2025287370,1
2025287645,1
2025287675,1
2025287709,1
2025287802,1
2025287795,1
2025287983,1
2025288056,1
2025288342,1
2025288355,1
2025288467,1
2025288530,1
2025288733,0
2025288838,1
2025288843,1
2025288872,1
2025288893,0
2025288903,1
2025288908,1
2025288952,0
2025289095,1
2025289144,1
2025289164,1
2025289343,1
2025289367,1
2025289481,0
2025289519,1
2025289818,1
2025290221,1
2025290267,0
2025290322,1
2025290428,1
2025290901,1
2025290963,1
2025290992,1
2025291136,0
2025291166,1
2025291386,1
2025291472,1
2025291488,1
2025291571,1
2025291605,1
2025291651,1
2025291922,1
2025291931,0
2025292130,1
2025292184,1
2025292195,1
2025292356,1
2025292359,1
2025292388,1
2025292578,1
2025292703,1
2025293172,0
2025293308,1
2025293477,1
2025293514,1
2025293635,0
2025293661,1
2025293690,1
2025294037,1
2025294153,0
2025294839,1
2025295294,1
2025295737,1
2025295943,1
2025296102,1
2025296158,1
2025296217,1
2025296463,1
2025296591,1
2025296607,1
2025297050,1
2025297189,1
2025297261,1
2025297347,1
2025297820,1
2025297873,1
2025297907,1
2025298109,0
2025298156,1
2025298184,1
2025298329,1
2025298334,1
2025298351,1
2025298437,1
2025298560,1
2025298610,1
2025298651,1
2025298837,1
2025298844,1
2025299096,1
2025299265,1
2025299549,1
2025299621,1
2025299736,1
2025299747,1
2025299785,1
2025299821,1
2025299830,0
2025299929,1
2025299976,0
2025300013,1
2025300050,1
2025300089,1
2025300124,1
2025300215,1
2025300269,1
2025300308,1
2025300565,1
2025300681,1
2025300759,0
2025300953,1
2025301006,1
2025301026,1
2025301049,1
2025301054,1
2025301170,1
2025301691,1
2025301727,1
2025301769,1
2025301819,1
2025301874,1
2025302104,1
2025302334,1
2025302385,1
2025302470,1
2025302526,1
2025302583,1
2025302806,1
2025302842,1
2025302879,1
2025302972,1
2025302982,1
2025302997,0
2025303079,1
2025303611,1
2025303692,1
2025303737,1
2025303819,1
2025303918,1
2025304212,1
2025304330,1
2025304637,1
2025304798,1
2025304967,1
2025305215,1
2025305389,1
2025305434,1
2025305604,1
2025305670,1
2025305759,1
2025305871,1
